tick,entity_id,event_type,vehicle_type,vehicle_id,link_id,mode,data
30,CAR_0013,enter_link,car,CAR_0013,LINK_shopping_district_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_shopping_district_0"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 188, ""cars_in_link"": 26, ""free_speed"": 40, ""calculated_speed"": 33.36, ""travel_time"": 7.49, ""lanes"": 2, ""tick"": 30}"
30,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 88, ""tick"": 30}"
30,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 38, ""tick"": 30}"
30,CAR_0031,journey_started,car,CAR_0031,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""origin"": ""NODE_00017"", ""destination"": ""NODE_00083"", ""route_cost"": 948.68, ""route_length"": 30, ""tick"": 30}"
30,CAR_0031,signal_wait,car,CAR_0031,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""phase"": ""Red"", ""wait_until_tick"": 35, ""tick"": 30}"
32,CAR_0031,enter_link,car,CAR_0031,LINK_highway_bypass_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""link_id"": ""LINK_highway_bypass_4"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 106, ""cars_in_link"": 43, ""free_speed"": 50, ""calculated_speed"": 33.58, ""travel_time"": 7.45, ""lanes"": 4, ""tick"": 32}"
32,CAR_0031,journey_started,car,CAR_0031,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""origin"": ""NODE_00025"", ""destination"": ""NODE_00065"", ""route_cost"": 687.1, ""route_length"": 26, ""tick"": 32}"
32,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 64, ""tick"": 32}"
32,CAR_0013,enter_link,car,CAR_0013,LINK_suburban_loop_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_suburban_loop_1"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 76, ""cars_in_link"": 24, ""free_speed"": 60, ""calculated_speed"": 39.36, ""travel_time"": 12.7, ""lanes"": 3, ""tick"": 32}"
32,CAR_0020,journey_started,car,CAR_0020,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""origin"": ""NODE_00038"", ""destination"": ""NODE_00059"", ""route_cost"": 3666.38, ""route_length"": 24, ""tick"": 32}"
32,CAR_0043,journey_started,car,CAR_0043,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0043"", ""origin"": ""NODE_00014"", ""destination"": ""NODE_00084"", ""route_cost"": 4196.99, ""route_length"": 6, ""tick"": 32}"
32,CAR_0043,enter_link,car,CAR_0043,LINK_central_park_way_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0043"", ""link_id"": ""LINK_central_park_way_3"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 76, ""cars_in_link"": 32, ""free_speed"": 50, ""calculated_speed"": 35.47, ""travel_time"": 28.19, ""lanes"": 1, ""tick"": 32}"
32,CAR_0013,enter_link,car,CAR_0013,LINK_market_street_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_market_street_3"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 101, ""cars_in_link"": 22, ""free_speed"": 60, ""calculated_speed"": 54.94, ""travel_time"": 9.1, ""lanes"": 4, ""tick"": 32}"
32,CAR_0020,enter_link,car,CAR_0020,LINK_central_park_way_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""link_id"": ""LINK_central_park_way_1"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 53, ""cars_in_link"": 42, ""free_speed"": 60, ""calculated_speed"": 37.04, ""travel_time"": 54.0, ""lanes"": 1, ""tick"": 32}"
32,CAR_0043,signal_wait,car,CAR_0043,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0043"", ""phase"": ""Red"", ""wait_until_tick"": 42, ""tick"": 32}"
32,CAR_0017,journey_started,car,CAR_0017,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""origin"": ""NODE_00083"", ""destination"": ""NODE_00030"", ""route_cost"": 2338.08, ""route_length"": 14, ""tick"": 32}"
32,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 45, ""tick"": 32}"
32,CAR_0031,enter_micro_link,car,CAR_0031,LINK_river_crossing_4,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""link_id"": ""LINK_river_crossing_4"", ""mode"": ""MICRO"", ""link_length"": 250, ""link_capacity"": 96, ""cars_in_link"": 7, ""free_speed"": 60, ""calculated_speed"": 54.45, ""travel_time"": 4.59, ""lanes"": 4, ""tick"": 32}"
32,CAR_0043,signal_wait,car,CAR_0043,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0043"", ""phase"": ""Red"", ""wait_until_tick"": 44, ""tick"": 32}"
32,CAR_0031,enter_link,car,CAR_0031,LINK_central_park_way_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""link_id"": ""LINK_central_park_way_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 78, ""cars_in_link"": 26, ""free_speed"": 80, ""calculated_speed"": 76.82, ""travel_time"": 6.51, ""lanes"": 4, ""tick"": 32}"
32,CAR_0031,signal_wait,car,CAR_0031,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""phase"": ""Red"", ""wait_until_tick"": 70, ""tick"": 32}"
32,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 47, ""tick"": 32}"
32,CAR_0043,enter_link,car,CAR_0043,LINK_harbor_boulevard_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0043"", ""link_id"": ""LINK_harbor_boulevard_3"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 110, ""cars_in_link"": 5, ""free_speed"": 80, ""calculated_speed"": 56.13, ""travel_time"": 8.91, ""lanes"": 4, ""tick"": 32}"
36,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 84, ""tick"": 36}"
36,CAR_0017,signal_wait,car,CAR_0017,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""phase"": ""Red"", ""wait_until_tick"": 65, ""tick"": 36}"
36,CAR_0013,enter_link,car,CAR_0013,LINK_suburban_loop_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_suburban_loop_3"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 115, ""cars_in_link"": 0, ""free_speed"": 50, ""calculated_speed"": 29.02, ""travel_time"": 34.46, ""lanes"": 3, ""tick"": 36}"
36,CAR_0020,enter_link,car,CAR_0020,LINK_suburban_loop_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""link_id"": ""LINK_suburban_loop_0"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 134, ""cars_in_link"": 21, ""free_speed"": 50, ""calculated_speed"": 47.08, ""travel_time"": 21.24, ""lanes"": 3, ""tick"": 36}"
36,CAR_0017,signal_wait,car,CAR_0017,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""phase"": ""Red"", ""wait_until_tick"": 88, ""tick"": 36}"
36,CAR_0031,enter_link,car,CAR_0031,LINK_shopping_district_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0031"", ""link_id"": ""LINK_shopping_district_3"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 165, ""cars_in_link"": 21, ""free_speed"": 50, ""calculated_speed"": 32.94, ""travel_time"": 7.59, ""lanes"": 3, ""tick"": 36}"
36,CAR_0017,enter_micro_link,car,CAR_0017,LINK_downtown_main_st_1,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""link_id"": ""LINK_downtown_main_st_1"", ""mode"": ""MICRO"", ""link_length"": 250, ""link_capacity"": 106, ""cars_in_link"": 45, ""free_speed"": 60, ""calculated_speed"": 37.39, ""travel_time"": 6.69, ""lanes"": 4, ""tick"": 36}"
36,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 90, ""tick"": 36}"
36,CAR_0013,enter_link,car,CAR_0013,LINK_industrial_zone_rd_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_industrial_zone_rd_3"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 107, ""cars_in_link"": 49, ""free_speed"": 50, ""calculated_speed"": 34.15, ""travel_time"": 58.57, ""lanes"": 3, ""tick"": 36}"
36,CAR_0020,signal_wait,car,CAR_0020,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""phase"": ""Red"", ""wait_until_tick"": 64, ""tick"": 36}"
36,CAR_0020,enter_link,car,CAR_0020,LINK_harbor_boulevard_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""link_id"": ""LINK_harbor_boulevard_2"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 51, ""cars_in_link"": 32, ""free_speed"": 80, ""calculated_speed"": 71.71, ""travel_time"": 13.95, ""lanes"": 2, ""tick"": 36}"
36,CAR_0009,journey_started,car,CAR_0009,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""origin"": ""NODE_00074"", ""destination"": ""NODE_00076"", ""route_cost"": 889.53, ""route_length"": 25, ""tick"": 36}"
41,CAR_0037,journey_started,car,CAR_0037,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""origin"": ""NODE_00067"", ""destination"": ""NODE_00016"", ""route_cost"": 2646.83, ""route_length"": 17, ""tick"": 41}"
41,CAR_0037,enter_link,car,CAR_0037,LINK_suburban_loop_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""link_id"": ""LINK_suburban_loop_0"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 188, ""cars_in_link"": 2, ""free_speed"": 40, ""calculated_speed"": 35.28, ""travel_time"": 56.68, ""lanes"": 4, ""tick"": 41}"
41,CAR_0017,signal_wait,car,CAR_0017,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""phase"": ""Red"", ""wait_until_tick"": 100, ""tick"": 41}"
41,CAR_0045,journey_started,car,CAR_0045,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""origin"": ""NODE_00021"", ""destination"": ""NODE_00008"", ""route_cost"": 1155.79, ""route_length"": 13, ""tick"": 41}"
41,CAR_0020,enter_link,car,CAR_0020,LINK_highway_bypass_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""link_id"": ""LINK_highway_bypass_4"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 76, ""cars_in_link"": 6, ""free_speed"": 50, ""calculated_speed"": 29.17, ""travel_time"": 8.57, ""lanes"": 1, ""tick"": 41}"
41,CAR_0020,enter_micro_link,car,CAR_0020,LINK_downtown_main_st_4,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""link_id"": ""LINK_downtown_main_st_4"", ""mode"": ""MICRO"", ""link_length"": 500, ""link_capacity"": 93, ""cars_in_link"": 1, ""free_speed"": 50, ""calculated_speed"": 38.17, ""travel_time"": 13.1, ""lanes"": 1, ""tick"": 41}"
41,CAR_0037,signal_wait,car,CAR_0037,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""phase"": ""Red"", ""wait_until_tick"": 87, ""tick"": 41}"
46,CAR_0020,signal_wait,car,CAR_0020,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""phase"": ""Red"", ""wait_until_tick"": 51, ""tick"": 46}"
46,CAR_0013,enter_link,car,CAR_0013,LINK_highway_bypass_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_highway_bypass_4"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 129, ""cars_in_link"": 20, ""free_speed"": 50, ""calculated_speed"": 36.82, ""travel_time"": 6.79, ""lanes"": 2, ""tick"": 46}"
46,CAR_0009,signal_wait,car,CAR_0009,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""phase"": ""Red"", ""wait_until_tick"": 67, ""tick"": 46}"
46,CAR_0017,enter_link,car,CAR_0017,LINK_suburban_loop_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""link_id"": ""LINK_suburban_loop_2"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 198, ""cars_in_link"": 50, ""free_speed"": 40, ""calculated_speed"": 39.38, ""travel_time"": 12.7, ""lanes"": 4, ""tick"": 46}"
46,CAR_0013,signal_wait,car,CAR_0013,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""phase"": ""Red"", ""wait_until_tick"": 73, ""tick"": 46}"
46,CAR_0013,enter_link,car,CAR_0013,LINK_market_street_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_market_street_2"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 97, ""cars_in_link"": 34, ""free_speed"": 80, ""calculated_speed"": 47.59, ""travel_time"": 21.01, ""lanes"": 3, ""tick"": 46}"
46,CAR_0017,signal_wait,car,CAR_0017,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""phase"": ""Red"", ""wait_until_tick"": 55, ""tick"": 46}"
46,CAR_0017,enter_micro_link,car,CAR_0017,LINK_shopping_district_2,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""link_id"": ""LINK_shopping_district_2"", ""mode"": ""MICRO"", ""link_length"": 250, ""link_capacity"": 54, ""cars_in_link"": 39, ""free_speed"": 80, ""calculated_speed"": 69.35, ""travel_time"": 3.61, ""lanes"": 3, ""tick"": 46}"
46,CAR_0045,enter_link,car,CAR_0045,LINK_industrial_zone_rd_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""link_id"": ""LINK_industrial_zone_rd_3"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 177, ""cars_in_link"": 49, ""free_speed"": 50, ""calculated_speed"": 38.1, ""travel_time"": 52.49, ""lanes"": 2, ""tick"": 46}"
46,CAR_0020,enter_link,car,CAR_0020,LINK_river_crossing_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""link_id"": ""LINK_river_crossing_3"", ""mode"": ""MESO"", ""link_length"": 2000, ""link_capacity"": 115, ""cars_in_link"": 3, ""free_speed"": 80, ""calculated_speed"": 61.03, ""travel_time"": 32.77, ""lanes"": 3, ""tick"": 46}"
46,CAR_0045,enter_micro_link,car,CAR_0045,LINK_central_park_way_2,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""link_id"": ""LINK_central_park_way_2"", ""mode"": ""MICRO"", ""link_length"": 250, ""link_capacity"": 68, ""cars_in_link"": 19, ""free_speed"": 60, ""calculated_speed"": 45.87, ""travel_time"": 5.45, ""lanes"": 1, ""tick"": 46}"
46,CAR_0017,signal_wait,car,CAR_0017,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""phase"": ""Red"", ""wait_until_tick"": 84, ""tick"": 46}"
46,CAR_0037,signal_wait,car,CAR_0037,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""phase"": ""Red"", ""wait_until_tick"": 54, ""tick"": 46}"
46,CAR_0037,enter_link,car,CAR_0037,LINK_suburban_loop_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""link_id"": ""LINK_suburban_loop_1"", ""mode"": ""MESO"", ""link_length"": 250, ""link_capacity"": 132, ""cars_in_link"": 43, ""free_speed"": 60, ""calculated_speed"": 53.3, ""travel_time"": 4.69, ""lanes"": 1, ""tick"": 46}"
46,CAR_0037,enter_micro_link,car,CAR_0037,LINK_downtown_main_st_0,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""link_id"": ""LINK_downtown_main_st_0"", ""mode"": ""MICRO"", ""link_length"": 1000, ""link_capacity"": 170, ""cars_in_link"": 1, ""free_speed"": 40, ""calculated_speed"": 26.1, ""travel_time"": 38.31, ""lanes"": 3, ""tick"": 46}"
46,CAR_0020,signal_wait,car,CAR_0020,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""phase"": ""Red"", ""wait_until_tick"": 84, ""tick"": 46}"
46,CAR_0017,enter_link,car,CAR_0017,LINK_industrial_zone_rd_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0017"", ""link_id"": ""LINK_industrial_zone_rd_4"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 52, ""cars_in_link"": 4, ""free_speed"": 40, ""calculated_speed"": 29.3, ""travel_time"": 34.13, ""lanes"": 4, ""tick"": 46}"
51,CAR_0013,enter_micro_link,car,CAR_0013,LINK_market_street_3,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_market_street_3"", ""mode"": ""MICRO"", ""link_length"": 500, ""link_capacity"": 56, ""cars_in_link"": 22, ""free_speed"": 50, ""calculated_speed"": 30.77, ""travel_time"": 16.25, ""lanes"": 1, ""tick"": 51}"
51,CAR_0013,enter_link,car,CAR_0013,LINK_downtown_main_st_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0013"", ""link_id"": ""LINK_downtown_main_st_0"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 101, ""cars_in_link"": 48, ""free_speed"": 80, ""calculated_speed"": 48.9, ""travel_time"": 20.45, ""lanes"": 2, ""tick"": 51}"
51,CAR_0037,enter_micro_link,car,CAR_0037,LINK_industrial_zone_rd_4,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""link_id"": ""LINK_industrial_zone_rd_4"", ""mode"": ""MICRO"", ""link_length"": 1000, ""link_capacity"": 159, ""cars_in_link"": 25, ""free_speed"": 80, ""calculated_speed"": 75.5, ""travel_time"": 13.24, ""lanes"": 1, ""tick"": 51}"
51,CAR_0020,signal_wait,car,CAR_0020,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0020"", ""phase"": ""Red"", ""wait_until_tick"": 81, ""tick"": 51}"
51,CAR_0009,enter_link,car,CAR_0009,LINK_suburban_loop_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""link_id"": ""LINK_suburban_loop_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 165, ""cars_in_link"": 40, ""free_speed"": 40, ""calculated_speed"": 21.82, ""travel_time"": 22.91, ""lanes"": 3, ""tick"": 51}"
51,CAR_0016,journey_started,car,CAR_0016,,,"{""event_type"": ""journey_started"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0016"", ""origin"": ""NODE_00071"", ""destination"": ""NODE_00036"", ""route_cost"": 3136.85, ""route_length"": 22, ""tick"": 51}"
51,CAR_0009,signal_wait,car,CAR_0009,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""phase"": ""Red"", ""wait_until_tick"": 61, ""tick"": 51}"
51,CAR_0037,enter_micro_link,car,CAR_0037,LINK_suburban_loop_3,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""link_id"": ""LINK_suburban_loop_3"", ""mode"": ""MICRO"", ""link_length"": 250, ""link_capacity"": 81, ""cars_in_link"": 44, ""free_speed"": 60, ""calculated_speed"": 44.12, ""travel_time"": 5.67, ""lanes"": 3, ""tick"": 51}"
51,CAR_0009,enter_link,car,CAR_0009,LINK_industrial_zone_rd_3,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""link_id"": ""LINK_industrial_zone_rd_3"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 119, ""cars_in_link"": 9, ""free_speed"": 80, ""calculated_speed"": 66.84, ""travel_time"": 14.96, ""lanes"": 2, ""tick"": 51}"
55,CAR_0045,signal_wait,car,CAR_0045,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""phase"": ""Red"", ""wait_until_tick"": 61, ""tick"": 55}"
55,CAR_0016,signal_wait,car,CAR_0016,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0016"", ""phase"": ""Red"", ""wait_until_tick"": 98, ""tick"": 55}"
55,CAR_0009,enter_link,car,CAR_0009,LINK_market_street_4,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""link_id"": ""LINK_market_street_4"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 124, ""cars_in_link"": 24, ""free_speed"": 50, ""calculated_speed"": 36.32, ""travel_time"": 13.76, ""lanes"": 4, ""tick"": 55}"
55,CAR_0045,enter_link,car,CAR_0045,LINK_downtown_main_st_5,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""link_id"": ""LINK_downtown_main_st_5"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 138, ""cars_in_link"": 5, ""free_speed"": 80, ""calculated_speed"": 68.71, ""travel_time"": 14.55, ""lanes"": 1, ""tick"": 55}"
55,CAR_0045,enter_micro_link,car,CAR_0045,LINK_industrial_zone_rd_2,MICRO,"{""event_type"": ""enter_micro_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""link_id"": ""LINK_industrial_zone_rd_2"", ""mode"": ""MICRO"", ""link_length"": 2000, ""link_capacity"": 171, ""cars_in_link"": 8, ""free_speed"": 50, ""calculated_speed"": 41.56, ""travel_time"": 48.12, ""lanes"": 2, ""tick"": 55}"
55,CAR_0045,enter_link,car,CAR_0045,LINK_market_street_1,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""link_id"": ""LINK_market_street_1"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 54, ""cars_in_link"": 9, ""free_speed"": 50, ""calculated_speed"": 25.29, ""travel_time"": 19.77, ""lanes"": 4, ""tick"": 55}"
55,CAR_0016,enter_link,car,CAR_0016,LINK_shopping_district_0,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0016"", ""link_id"": ""LINK_shopping_district_0"", ""mode"": ""MESO"", ""link_length"": 1000, ""link_capacity"": 183, ""cars_in_link"": 39, ""free_speed"": 80, ""calculated_speed"": 60.68, ""travel_time"": 16.48, ""lanes"": 1, ""tick"": 55}"
55,CAR_0009,enter_link,car,CAR_0009,LINK_central_park_way_2,MESO,"{""event_type"": ""enter_link"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""link_id"": ""LINK_central_park_way_2"", ""mode"": ""MESO"", ""link_length"": 500, ""link_capacity"": 110, ""cars_in_link"": 31, ""free_speed"": 60, ""calculated_speed"": 53.48, ""travel_time"": 9.35, ""lanes"": 2, ""tick"": 55}"
55,CAR_0045,signal_wait,car,CAR_0045,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0045"", ""phase"": ""Red"", ""wait_until_tick"": 98, ""tick"": 55}"
55,CAR_0009,signal_wait,car,CAR_0009,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""phase"": ""Red"", ""wait_until_tick"": 106, ""tick"": 55}"
55,CAR_0037,signal_wait,car,CAR_0037,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0037"", ""phase"": ""Red"", ""wait_until_tick"": 85, ""tick"": 55}"
55,CAR_0009,signal_wait,car,CAR_0009,,,"{""event_type"": ""signal_wait"", ""vehicle_type"": ""car"", ""vehicle_id"": ""CAR_0009"", ""phase"": ""Red"", ""wait_until_tick"": 76, ""tick"": 55}"
